expected_return,volatility,sharpe_ratio,weight_125497,weight_125498,weight_119599,weight_119120,weight_102885
0.09950653078220036,0.07631590021573965,0.5176710314694342,0.13319702814025883,0.33810081711389406,0.26031768763785473,0.2128998389048247,0.05548462820316767
0.11143423476469513,0.11458202626830713,0.4488857148001197,0.06528491964469331,0.02430844330237927,0.3625014516740258,0.2515713061862386,0.29633387919266296
0.07210795794126026,0.09839478106698943,0.1230548796385541,0.00928441856775223,0.4374675865753444,0.37546445396096845,0.09577331138241256,0.0820102295135221
0.1077737610754933,0.09205526869093766,0.5189682432614133,0.10567348701744264,0.17529742718559654,0.302352663027335,0.2488768479913802,0.1677995747782457
0.1323162132993907,0.08033048042667641,0.9002337956312744,0.3279089323822976,0.07475862795590853,0.15656841804409793,0.1963434706875973,0.24442055093009857
0.1319814069775403,0.08617500390826346,0.8352933416071233,0.36725660964283413,0.09339500936827015,0.2405269719138019,0.2770947873611645,0.021726621713929275
0.1456921037097231,0.08848775416418354,0.9684063576834226,0.22031347889007807,0.061837019615341784,0.023589604476236033,0.34409356465862545,0.3501663323597186
0.14328810379441842,0.07283645796605659,1.1434947019696171,0.3461985209559911,0.13045173465296678,0.04182836755518854,0.29302478826739564,0.188496588568458
0.13403098564000393,0.07968880320110362,0.9290010975968411,0.06706488061151515,0.27211947469110814,0.018897864803862807,0.4997078520563142,0.14220992783719966
0.12415999918081838,0.08048456993961925,0.797171423403917,0.29764696063513457,0.14004035273287288,0.2336474855001212,0.24561687483944106,0.0830483262924303
0.116746599407831,0.07702909785672683,0.7366904324048942,0.23212776908492264,0.1855741601907954,0.22492497005212214,0.21423016683942422,0.14314293383273552
0.13868665999868873,0.09129534821320194,0.8618912303716927,0.5846090523382351,0.056117760751079805,0.12428306500020381,0.02868100821708529,0.20630911369339588
0.1038447574045782,0.1070049825749732,0.4097450076575481,0.18278209456719455,0.1276064892446817,0.38972788425638843,0.16776930895284434,0.13211422297889105
0.10706087172636923,0.11227766242312663,0.41914723472792725,0.21305134783613078,0.05532395940451328,0.31492607609236467,0.029267053164625165,0.3874315635023662
0.14941268764705748,0.08254392144350842,1.0832134708822856,0.30904608415860246,0.07952440169323101,0.0022099064197855403,0.3263410401288654,0.2828785675995157
0.12145692475374642,0.05570046495061171,1.103346710090101,0.3558463833727026,0.3764760835045363,0.0361430211975446,0.17497596547414,0.05655854645107635
0.11272023870086924,0.07003364966404542,0.7527843965546649,0.3937802611526303,0.2843720599406806,0.150968130510175,0.028997711078102298,0.1418818373184117
0.11266717821687695,0.07623420494960635,0.6908602018174378,0.10655548342995214,0.2390760342865853,0.2089136802933724,0.29072026849722094,0.15473453349286925
0.0997538472326468,0.08841297583357928,0.4496381538777284,0.0408747855899243,0.2437719935615583,0.26002025012372776,0.19183268331322972,0.2635002874115598
0.0965963883642996,0.08094510458824121,0.45211367074588854,0.31304796373723753,0.33139308860073646,0.27104503603657604,0.016114776895146062,0.06839913473030401
0.10712768292322966,0.08530411446288706,0.5524667036281506,0.013104597673915286,0.2653553444950673,0.13107271373349536,0.21205176497052794,0.3784155791269941
0.08938278386992964,0.11378596130297788,0.2582285506354523,0.1448527581143432,0.23845548049248316,0.43901756058763514,0.13294455842492925,0.04472964238060938
0.11552299330428423,0.10393014440407818,0.5342337742591026,0.10266884510580684,0.05712621352675763,0.3294236605329422,0.2863446765909299,0.22443660424356343
0.1296247168278234,0.06346830000542052,1.0969998695707477,0.2645917964283781,0.24400993109769578,0.056646172639626784,0.270997669301266,0.1637544305330334
0.10619394280576881,0.060636331468055735,0.7618195508761044,0.34220496749020374,0.3797766214590434,0.134774531732828,0.046641617975484315,0.09660226134244049
0.08563373998059182,0.0940073161643697,0.27267813853734313,0.16279749579307415,0.31179659786179087,0.3280782679176614,0.0026498918330304703,0.19467774659444295
0.12898088662137142,0.09528263846095046,0.7239607103201886,0.20462235895562697,0.10888123163535986,0.05876015254959307,0.1655050112974502,0.4622312455619699
0.10464693456045099,0.09257498699845196,0.4822785939056905,0.11220671325846668,0.180109104119765,0.24406785620048557,0.12624168435403774,0.33737464206724493
0.12661667231339208,0.08269995536503251,0.8055224699862314,0.4189659556759253,0.10960414221861062,0.21645880930254968,0.13097628231385086,0.12399481048906336
0.07341557206660501,0.09472501326370945,0.1416264997425418,0.024936156637285142,0.41207507811722593,0.33981892676115033,0.034800445597291466,0.18836939288704724
0.1376646233322994,0.08513508662475162,0.9122516510098868,0.32815138339126365,0.08655237089140201,0.052349706685758675,0.17683654409062732,0.3561099949409482
0.09365574330770049,0.09230746358448093,0.3646047892638534,0.09162983693696684,0.25443639472819113,0.28831051984443196,0.08995750958098972,0.2756657389094202
0.10474254460996649,0.08209689384921512,0.5449968020975772,0.162758719631521,0.27982057426628953,0.28036219010261637,0.23710168801448514,0.039956827985087866
0.12543156032101951,0.082990986982853,0.7884176667827618,0.42309453762977406,0.16248041157152993,0.09447471225541167,0.020653283994718257,0.29929705454856603
0.12514769254923894,0.0975684294618714,0.6677128340443145,0.32607914585122905,0.00798292441712082,0.24644576434414361,0.10900152527893292,0.3104906401085736
0.11690540482862315,0.0749456888856973,0.7592885684914029,0.0749547113874019,0.29701267062510117,0.16624551199837845,0.40267112399070953,0.05911598199840903
0.11893948184192757,0.10904452093145175,0.5405084211335889,0.13563904876806904,0.04512740830058824,0.367742412580378,0.34891004337702414,0.10258108697394053
0.11049866465057308,0.06752474660498439,0.7478541896052888,0.23537990277698573,0.29145807870118545,0.1980095031709558,0.18889714439060054,0.08625537096027237
0.09280582687303936,0.0897872257523424,0.3653729870608405,0.03252080546290055,0.31339754778804985,0.3145161112002531,0.22114239797023763,0.1184231375785588
0.1093164718300326,0.08438440923884877,0.5844263445684983,0.09595679759574956,0.1994801609265811,0.24651050227022805,0.24375612426309148,0.21429641494434998
0.14858072324989507,0.08333481278541978,1.062949807999006,0.2683199823349606,0.035164051579648026,0.06754840508323989,0.37552672899655104,0.2534408320056004
0.06503551274508788,0.18029090271043022,0.027929932511212452,0.009783681149565435,0.10794385663342923,0.7058229117022913,0.005384434547877651,0.17106511596683638
0.10276784700934215,0.08116567077972876,0.5269203913241542,0.19396474652663412,0.24456900457756037,0.2304532778828498,0.07927403160908683,0.251738939403869
0.11203995310358944,0.09600951259316115,0.5420291354264858,0.0844905210779802,0.11588322781837812,0.26584484882162573,0.23135103586283923,0.30243036641917675
0.12595114724714426,0.059857292326025456,1.1018063912401406,0.33680308876593756,0.29106499464463575,0.04797647904007971,0.18832936475019857,0.13582607279914843
0.11209796451430451,0.06724072630538973,0.7747977658315175,0.07787028343201129,0.3105402615929512,0.12545873182297343,0.2847002730286626,0.20143045012340158
0.11864195365811404,0.07635594377976612,0.7680077117146946,0.3102171196406139,0.19618069163438007,0.22516723227363147,0.19223106121882128,0.07620389523255329
0.14938981065219076,0.0741353671970053,1.2057647251499912,0.3904886061477146,0.15175872025046946,0.013142888834253175,0.3488806687824853,0.09572911598507758
0.10255768363675977,0.08293258119300925,0.51316000327682,0.294365500380176,0.29858163620200645,0.2863544641814746,0.11586044599267613,0.004837953243666896
0.12211603701409515,0.08438528847987282,0.7361003100547647,0.22424307603160437,0.10343144519161085,0.23350351788601897,0.23277042655018365,0.20605153434058227
0.0950902935373448,0.11138374252701085,0.3150396345214861,0.14597648980968356,0.19091671311741992,0.4219609820333982,0.15711779905501122,0.08402801598448709
0.10361397688740485,0.07336608849564308,0.5944705214861621,0.19494316989308158,0.32775963613964626,0.24368884205611133,0.19958563139661104,0.034022720514549756
0.11625978970465004,0.06543787889645826,0.85974347966977,0.195809304577344,0.315218663239977,0.044600701284577056,0.16502857912075455,0.27934275177734735
0.10742819644275453,0.07758779070948499,0.6112842756451436,0.26518991044894163,0.24952669093410537,0.25148431893501466,0.1286952820547084,0.10510379762722975
0.11546525310163905,0.0756772881966896,0.7329180844519915,0.20693794189792336,0.20713027486442082,0.22169356642467453,0.233497887963287,0.1307403288496944
0.1113928636773138,0.07477802660004332,0.6872722645141859,0.14547098196160868,0.23155535485032552,0.18853004827857253,0.20361414378947096,0.2308294711200222
0.12104623626825688,0.08224902600699086,0.7422122696391344,0.3910657947766359,0.1485141025950084,0.16503007226759134,0.04129539483826277,0.2540946355225015
0.09468772729886776,0.09561940854028768,0.3627686871149455,0.018704742128194618,0.24230216802131058,0.2823980479602717,0.1491191197434864,0.3074759221467367
0.09339941336502208,0.15569026772386535,0.21452473461128474,0.0221385254719856,0.027109083683226315,0.5970824338104112,0.2614434211388169,0.0922265358955602
0.11931133654488552,0.05830761671373692,1.0172142146724397,0.23563788932091903,0.3474236424302179,0.09737916270109709,0.28105024655500466,0.03850905899276144
0.10742870754035658,0.08758201369497873,0.5415347916700821,0.020779138250847436,0.2136362934500948,0.2173676046614289,0.2562848865896647,0.29193207704796426
0.13391055715972386,0.06852189021194112,1.0786415396760856,0.33870494498209214,0.17920080793587653,0.11209378624209294,0.2759982809054345,0.09400217993450394
0.15069447756041782,0.09401248056765703,0.9647067816187301,0.18748188827682136,0.033508219049362686,0.010827140493818818,0.41114098553475303,0.3570417666452441
0.12343618465556198,0.06780097410123861,0.9356234994624231,0.4130652401254856,0.24271624538016678,0.10285131159416806,0.09284640728014779,0.14852079562003181
0.10498340480471377,0.08298121231894036,0.5420914391057452,0.1738708802444427,0.22622248715005802,0.2090013220432498,0.0886197925191628,0.30228551804308684
0.11365363495421779,0.07692483295870506,0.6974813319779355,0.2869739519046897,0.21559267914540783,0.23790304043421762,0.16318578572405615,0.09634454279162871
0.10070293547784516,0.04408397445745297,0.9233045790172352,0.2758863137265722,0.5873466766612889,0.01115525645050682,0.08995873794385999,0.03565301521777195
0.08613453381709975,0.08937309482426689,0.2924205978151225,0.01875300050123398,0.3938847166461432,0.32398930089590905,0.21832662755233928,0.04504635440437445
0.12396295124082565,0.06460619106007683,0.9900436814383157,0.2494694126711688,0.2402622261637413,0.0878909143235685,0.22015708116849073,0.20222036567303076
0.12395347141120214,0.06751122965232001,0.9473012377431107,0.2681432741257382,0.2765219839352522,0.019725523385839352,0.16310763501125314,0.27250158354191706
0.09080633445292398,0.08070779749049051,0.3817020834517727,0.22343509219517182,0.3803539962916014,0.29251573465307035,0.072356678962965,0.03133849789719142
0.13630076526850166,0.08892451287123262,0.8580397328573414,0.23188594523943085,0.00956945177866492,0.21143998782388768,0.33938299436509833,0.20772162079291825
0.11284513826873327,0.07896568269217917,0.6692165060451899,0.13039871231640418,0.216101118788288,0.15394182496139996,0.18329015707197077,0.31626818686193703
0.0828918022079237,0.09403957503668113,0.24342732513406742,0.15334943537072834,0.3817586719573913,0.3595805782298916,0.07776289781792464,0.027548416624064043
0.1587462630969356,0.1084300000531667,0.9106913497050368,0.10414843106772506,0.01883123823512951,0.09760152070572681,0.7058493211582596,0.07356948883315899
0.12358103416351249,0.06179674016936347,1.0288735941290574,0.1396904553577178,0.37000010565423075,0.01019158515965363,0.3566839043552574,0.12343394947314035
0.11000975034310433,0.08227251305475258,0.607854901792324,0.03866159388142623,0.22796097511903046,0.20577978579791487,0.2870944536721253,0.24050319152950303
0.1391529001515029,0.07847236862582542,1.0086722439706441,0.28488144862227077,0.0999979147696669,0.0629127990015026,0.2661372656377435,0.2860705719688163
